issn,count,cited,citation
"1354-8506,1465-3966",324,165,472
0004-2749,324,111,257
1083-6489,324,98,165
"1068-3739,1934-8096",323,66,107
0278-2626,323,267,1545
2007-4476,323,14,16
2048-7177,323,169,689
1435-9871,323,231,821
1471-2482,323,214,756
"0006-8314,1573-1472",323,242,1015
"0973-9122,0973-9130",323,13,14
"0149-0451,1521-0529",323,199,583
2073-0462,323,0,0
"1080-7683,1557-7732",323,212,771
"1421-9778,1015-8987",323,303,1950
"1616-1963,2192-8622",323,0,0
1674-7224,323,71,125
"0033-3549,1468-2877",323,165,487
1091-4269,323,272,2230
"1464-9365,1470-1197",323,142,456
2391-5455,323,65,121
1226-4776,323,152,350
1076-1608,323,151,464
"1062-3264,1937-710X",323,152,565
2054-9571,323,41,47
"1746-5702,1746-5710",322,12,13
"1007-1172,1995-8188",322,86,131
1399-543X,322,258,1521
"2154-1663,2154-1671",322,162,445
"2197-3792,2196-8837",322,148,375
"1329-878X,2200-467X",322,53,92
"1462-0316,2380-4084",322,121,256
"0011-216X,1568-5403",322,134,261
"0361-7734,1559-2863",322,216,1171
"0948-7034,1434-3932",322,83,147
"2448-4849,1870-3925",322,0,0
"0748-7711,1938-1352",322,205,664
0002-0443,322,196,642
"0263-2136,1460-2229",322,188,622
1359-6535,322,220,945
0044-0124,322,0,0
"1980-5098,0103-9954",322,43,60
0034-8910,321,171,476
1998-0701,321,1,2
"1931-1516,1528-3542",321,286,1648
2073-4433,321,205,624
2378-5977,321,2,2
"0882-8156,1520-0434",321,238,1051
"0567-7718,1614-3116",321,208,658
1303-2712,321,73,108
0093-7754,321,235,2028
1467-7881,321,276,3598
1389-2037,321,166,805
1598-2785,321,67,101
0038-0806,321,212,788
"0899-8205,1943-5967",321,38,69
"0172-8113,1432-1963",321,112,223
1396-0296,321,161,408
1081-3004,321,117,311
0317-0500,320,0,0
"1173-2563,1179-1918",320,213,848
"1573-2479,1744-8980",320,181,534
2325-6893,320,1,1
1542-2321,320,161,513
2155-6148,320,21,27
"2541-7533,2542-0453",320,0,0
"2357-3848,0120-0011",320,34,48
"0039-2316,1573-9325",320,114,227
0378-5920,320,132,337
2156-5376,320,267,2198
8750-7315,320,114,232
0031-9201,320,248,1194
1226-7147,320,44,49
2072-1633,320,0,0
"0971-2119,0974-1844",320,114,193
"1939-2117,0022-006X",320,298,2634
"0037-7732,1534-7605",320,123,533
2212-8778,319,282,2740
0952-7915,319,280,4014
1043-951X,319,221,823
0033-3182,319,247,885
2155-9899,319,56,136
"8756-3894,1559-7075",319,122,347
"1538-8506,1938-2480",319,141,408
"0141-8955,1573-2665",319,249,1673
"2037-4631,1720-0776",319,190,453
"1439-9903,1439-989X",319,8,8
"2458-9489,1303-5134",319,5,5
1094-7159,319,220,1135
0072-1050,319,153,611
"0735-9640,1572-9818",319,219,788
"0014-3022,1421-9913",319,163,599
"1898-018X,1897-5593",318,165,412
1530-7085,318,191,644
2237-115X,318,0,0
"0163-4437,1460-3675",318,141,485
0372-2929,318,10,13
0969-5931,318,267,1681
0765-1597,318,83,151
2147-0146,318,1,1
0897-1897,318,174,468
"1049-7315,1552-7581",318,126,344
0889-504X,318,158,339
1570-1611,318,192,815
"1536-1632,1860-2002",318,231,1158
0976-5662,318,84,181
2155-7780,318,60,99
"1022-4653,2075-5597",317,81,123
0940-9602,317,188,662
1392-8716,317,25,69
0959-437X,317,254,2562
1874-7787,317,244,1102
2391-5463,317,32,45
"0976-0571,0250-5371",317,4,5
1472-6750,317,261,1352
"0016-6731,1943-2631",317,42,179
0368-492X,317,143,385
2190-3735,317,2,2
"0720-6259,2197-0831",317,2,2
0743-7315,317,208,1198
"1389-143X,2352-1880",317,1,1
"1079-0268,2045-7723",316,176,548
"0004-9670,2201-4276",316,31,55
"2156-8251,2156-8278",316,168,452
1574-1192,316,246,1418
"0021-9002,1475-6072",316,129,254
1871-4021,316,179,660
"1523-3812,1535-1645",316,277,1892
1040-6190,316,148,337
"2355-6145,0215-0492",316,5,6
1130-0108,316,75,155
"1067-8212,1934-970X",316,77,138
0020-7519,316,276,2015
1229-9936,315,42,52
1166-3413,315,13,13
"0305-215X,1029-0273",315,186,516
"0265-6736,1464-5157",315,236,1310
"1940-9818,0736-6205",315,128,555
0966-0410,315,183,499
1575-0922,315,139,370
1806-6690,315,108,215
2027-1034,315,1,1
1512-7680,315,111,211
0888-4080,315,205,754
"1324-9347,1835-8535",315,32,109
"1995-0780,1995-0799",315,135,298
"0949-8257,1432-1327",315,261,1388
1527-7941,315,97,280
1526-6125,315,252,1214
0898-4921,315,146,731
"0950-0170,1469-8722",315,145,684
"2029-7289,1392-1320",314,33,45
1021-9498,314,232,1435
"1842-4309,0255-965X",314,54,66
"0006-3134,1573-8264",314,185,576
0955-0674,314,283,4636
"0933-7741,1435-5337",314,143,309
"1547-0091,1935-3804",314,190,707
"1750-1911,1750-192X",314,260,1468
2352-5126,314,128,205
"1478-3363,1478-3371",314,148,403
1936-0584,314,223,970
0100-3984,314,197,531
"1060-0396,1573-8337",313,113,221
"1090-0268,1943-5614",313,225,982
1524-9042,313,187,728
"2502-4760,2502-4752",313,15,20
"1043-0342,1557-7422",313,249,1815
0022-3646,313,245,1287
1080-6628,313,2,2
"0961-4524,1364-9213",313,113,206
1551-3777,313,191,931
"0340-4285,1572-901X",313,201,681
"0036-1399,1095-712X",313,214,886
"0965-545X,1555-6107",313,171,422
"1087-6596,1608-313X",313,131,313
2214-7144,313,248,1617
1178-7090,313,159,620
2328-9503,313,272,1915
"1061-933X,1608-3067",313,182,464
1075-2617,313,215,1012
"0014-5858,2168-989X",313,2,3
2253-654X,313,31,38
"0007-1668,1466-1799",313,174,449
"1876-4517,1876-4525",312,187,888
0191-3913,312,94,216
"1023-3830,1420-908X",312,241,1048
2177-1235,312,0,0
1751-7222,312,59,93
1471-4922,312,270,2478
1521-6934,312,245,1504
0169-7722,312,258,1201
1672-1780,312,59,85
"0022-2631,1432-1424",312,224,955
1051-2284,312,220,727
"0042-3114,1744-5159",312,238,1050
2475-885X,312,0,0
"0033-0884,2108-6648",312,1,1
2296-634X,312,238,1281
"1548-8748,1548-8756",312,242,974
0738-0593,312,202,626
"1746-0441,1746-045X",312,260,1614
2214-241X,312,150,345
"1862-1791,2192-8878",312,37,54
0036-8555,311,16,24
"0885-3282,1530-8022",311,248,995
"0092-8240,1522-9602",311,198,667
"1009-6124,1559-7067",311,112,263
2173-5743,311,18,20
1476-9271,311,222,686
0932-8351,311,86,145
0165-2125,311,227,909
"2076-0299,2223-4721",311,22,25
2077-1444,311,108,220
"2168-4790,2168-4804",311,147,357
"0272-989X,1552-681X",311,249,1322
1754-0194,311,4,4
"1392-3730,1822-3605",311,186,637
2319-6890,311,65,104
"0435-4052,2041-4722",311,72,199
"2191-0340,0334-6447",311,110,210
"1617-7959,1617-7940",311,241,1052
"0005-2086,1938-4351",311,182,559
"0894-1920,1521-0723",311,206,749
"0250-541X,2250-1754",310,106,238
0717-9707,310,99,184
"1747-6933,1747-6941",310,103,222
2373-2822,310,196,583
"1465-8720,2047-895X",310,37,57
1608-8298,310,8,11
"0250-8095,1421-9670",310,218,824
"0453-4654,1883-8189",310,38,43
0105-2896,310,300,4324
0022-4391,310,223,847
1939-9774,310,0,0
"1388-3127,1573-1111",310,192,549
1943-0582,310,47,166
2468-1229,310,8,13
"1547-769X,1556-2891",310,197,625
0275-6382,310,174,474
"1746-0794,1746-0808",310,140,363
1415-790X,310,133,328
"1674-487X,1867-111X",309,215,604
1598-1657,309,106,226
0300-9475,309,235,1010
1720-8319,309,129,273
"1063-780X,1562-6938",309,157,455
"1549-5418,1557-8550",309,213,716
"0973-8894,0973-2063",309,150,297
2168-7161,309,207,1315
0022-0000,309,197,1004
"2324-8041,2324-8033",309,34,53
2072-6414,309,20,37
"1661-7800,1661-7819",309,225,951
1350-7540,309,257,1984
"2194-7228,2194-7236",309,182,600
"0965-8211,1464-0686",309,208,607
1574-9541,309,239,1139
"1537-4416,1537-4424",309,243,1253
"1939-1854,0021-9010",309,282,2172
2231-0762,308,93,221
"0975-7651,0976-6952",308,79,147
1988-2904,308,124,252
"0954-6634,1471-1753",308,183,469
"2093-0879,2093-0887",308,176,791
2053-3624,308,199,915
"0007-0874,1474-001X",308,27,37
0102-7638,308,24,39
"1092-8758,1557-9018",308,204,739
"0378-7346,1423-002X",308,147,338
0011-8524,308,7,21
"0360-1234,1532-4109",308,200,598
"0361-7610,1573-8515",308,61,88
0005-9900,308,147,368
1757-2215,308,217,950
2329-0358,307,194,493
"2093-2332,2287-5638",307,26,35
1548-7660,307,173,3560
"0043-3810,1939-8603",307,1,1
0367-2530,307,196,590
"1560-8530,1814-9596",307,87,106
0102-695X,307,195,568
"0950-236X,1470-1308",307,22,29
1932-6157,307,195,768
2052-5206,307,218,1460
"2224-6851,1027-5487",307,94,191
"0269-4042,1573-2983",307,215,850
"1618-7598,1618-7601",307,188,733
1615-6846,307,223,829
0898-5669,307,109,299
0363-9061,307,215,937
0036-4665,307,180,527
0736-0258,307,179,632
"1617-416X,1861-8952",307,178,515
"0101-8205,1807-0302",306,116,235
"0255-660X,0974-3006",306,107,232
"0906-4710,1651-1913",306,68,90
0738-081X,306,250,1163
"1738-5520,1738-5555",306,172,470
"0021-8596,1469-5146",306,172,459
1875-2136,306,178,821
"0008-4239,1744-9324",306,42,76
"1366-610X,2052-4587",306,0,0
"1876-990X,1876-9918",306,146,324
0163-5948,306,91,207
"2075-4124,2075-7107",306,29,47
1751-0147,306,171,522
"1468-6996,1878-5514",306,246,1905
"1920-7476,0008-4263",306,142,393
"0890-3344,1552-5732",306,202,742
"1530-4388,1558-2574",306,208,918
2071-2367,306,0,0
"1535-7597,1535-7511",306,89,300
"0340-2541,1438-938X",306,14,18
"1738-1061,2092-7258",306,155,446
0976-9668,306,167,401
1384-1076,306,193,587
1492-8442,306,33,35
"0035-7529,1940-1191",306,29,33
2253-8089,306,5,6
1016-7315,306,62,142
"0100-8404,1806-9959",305,136,292
1323-8930,305,214,1073
"1884-2399,1883-8944",305,12,15
"0917-950X,2187-3100",305,16,20
"0001-9240,2059-6464",305,99,214
"1018-2438,1423-0097",305,239,1023
2212-0017,305,18,21
"0027-4224,1477-4631",305,3,3
1344-6223,305,196,684
1122-0643,304,7,11
1526-8209,304,232,1017
2352-250X,304,258,1058
"2291-2789,2291-2797",304,158,597
"0253-5068,1421-9735",304,185,653
0927-6505,304,210,1540
"0014-1704,1539-297X",304,84,262
2155-7993,304,7,11
1542-0752,304,216,834
1471-3802,304,28,57
"1152-3336,1776-2812",304,7,7
0363-3624,304,165,440
"1866-6892,1866-6906",304,196,914
1015-6305,304,187,1636
2211-5706,304,2,2
1300-1337,304,15,16
"0018-7208,1547-8181",304,228,1253
"0912-3814,1440-1703",304,194,589
0104-5970,304,35,46
0033-8338,304,107,204
0021-7557,303,216,955
"0272-3638,1938-2847",303,160,538
0167-4048,303,229,1347
0028-4289,303,3,3
"0188-7009,1661-4909",303,116,267
1806-3713,303,156,392
1423-0127,303,240,1273
1087-2418,303,227,1264
"0147-2011,1936-4725",303,58,106
1753-9900,303,0,0
2041-2851,303,246,1148
1438-4639,303,269,2335
"2311-8466,2414-4665",303,0,0
1934-2608,303,157,439
"1021-4437,1608-3407",303,162,373
0370-4106,303,55,79
"0021-4787,1883-7204",303,4,4
"0013-838X,1744-4217",303,21,37
1751-4851,303,77,136
1755-1471,303,217,1528
1598-3692,303,1,1
2008-5842,303,50,75
"2386-1274,0009-0875",303,52,117
"0363-6445,1548-2324",303,173,452
"1751-8822,1751-8830",303,173,556
"1995-4255,1995-4263",303,78,118
0891-5245,303,147,467
1947-2714,302,186,633
1521-6543,302,243,1249
0935-0381,302,26,29
"1068-1620,1608-330X",302,145,276
1386-2073,302,148,416
"1545-0279,2160-2492",302,51,116
1939-3792,302,235,1364
"2074-904X,2074-9058",302,61,103
2255-5536,302,5,5
"1528-7092,1938-5412",302,111,201
1571-0661,302,115,227
"0023-1584,1608-3210",302,173,385
"1018-8665,1421-9832",302,203,670
2050-2974,302,84,366
1414-8145,302,37,46
1715-720X,302,42,69
1949-8462,302,213,1201
2332-7812,302,219,1354
1944-3277,302,219,819
1984-0063,302,62,168
1869-9529,302,241,1571
"0026-7074,1568-525X",302,17,27
2342-0251,302,3,3
0166-3615,302,251,1491
1710-1492,301,131,712
1828-051X,301,132,323
"0001-4370,1531-8508",301,97,150
1835-517X,301,119,221
1687-8140,301,54,90
1545-2255,301,191,790
"1090-1981,1552-6127",301,214,913
1558-9560,301,2,2
0167-7799,301,284,4421
1877-8860,301,146,381
"1872-4078,1876-5416",301,9,9
"1052-6234,1095-7189",301,223,1175
"1076-0962,1759-1090",301,19,21
"0065-1036,1730-6264",301,125,247
0030-1574,301,3,3
2173-5093,301,13,13
0015-3303,301,1,1
1096-6374,301,121,409
"1934-7359,1934-7367",301,2,2
1938-5463,301,177,447
1526-9906,301,58,127
2226-1494,301,19,22
"1793-5571,1793-7183",301,55,78
